,CustomerID,Periodicity,total_amount,Recency,threshold_annulation,clusters
53458,12724.0,7,1031.4099999999999,27,0.0,0
53469,18680.0,365,12.75,354,0.0,0
53480,13862.0,3,2187.3100000000013,40,0.2,7
53507,16791.0,2,1706.2800000000022,51,0.125,7
53560,16235.0,8,858.4099999999996,62,0.16666666666666666,0
53581,18681.0,1,3808.7700000000045,353,0.0,7
54041,14270.0,13,492.6499999999999,353,0.0,0
54070,12665.0,92,61.75,346,0.5,0
54071,12523.0,4,1745.5700000000006,23,0.15384615384615385,7
54080,18682.0,365,-12.75,353,1.0,0
54088,16655.0,2,3794.519999999997,39,0.0,7
54134,16359.0,6,1460.3699999999994,29,0.25,7
54378,16554.0,5,641.5500000000001,25,0.5714285714285714,0
54380,12359.0,2,6245.530000000006,29,0.3333333333333333,3
54396,15939.0,5,6102.259999999999,111,0.0625,3
54426,14587.0,1,1598.2400000000007,40,0.1,7
54540,14715.0,6,867.3800000000001,46,0.0,0
54654,14185.0,122,197.65,353,0.0,0
54688,12437.0,2,4896.659999999998,23,0.05263157894736842,7
54695,18683.0,183,14.899999999999999,353,0.0,0
54699,14040.0,2,3542.1899999999996,62,0.2,7
54723,12652.0,8,914.5299999999997,344,0.5,0
54771,18684.0,1,3716.170000000004,353,0.0,7
55189,18685.0,365,0.0,353,1.0,0
55222,14514.0,5,1055.35,83,0.0,0
55270,18686.0,365,0.0,353,1.0,0
55271,15171.0,53,1034.5,346,0.5,0
55276,14167.0,8,574.8399999999999,61,0.0,0
55319,18687.0,365,0.0,353,1.0,0
55320,17048.0,8,864.3199999999998,137,0.5,0
55341,17364.0,1,4455.729999999996,22,0.08333333333333333,7
55390,13284.0,27,196.15,344,0.5,0
55450,18688.0,2,2700.9200000000033,352,0.0,7
55837,18689.0,365,0.0,352,1.0,0
55838,16500.0,34,400.86,26,0.0,0
55839,12951.0,6,1042.0700000000002,30,0.25,0
55853,15835.0,8,954.0899999999996,66,0.0,0
55868,18190.0,23,274.51,214,0.3333333333333333,0
55906,13993.0,3,3409.6600000000003,54,0.25,7
55934,14114.0,25,386.53,295,0.0,0
55945,15447.0,41,155.17,352,0.0,0
56032,16315.0,27,226.37,352,0.0,0
56046,14978.0,2,1931.4200000000028,94,0.0,7
56103,16395.0,2,1486.9000000000003,82,0.0,7
56144,15510.0,365,250.0,352,0.0,0
56166,13614.0,2,1610.460000000001,46,0.0,7
56220,13246.0,3,1922.1000000000008,40,0.14285714285714285,7
56293,18690.0,2,2751.160000000005,352,0.0,7
56708,15687.0,3,2981.499999999999,30,0.18181818181818182,7
56834,18691.0,365,1.25,352,0.0,0
56835,16493.0,6,1329.6600000000005,94,0.3333333333333333,0
56841,12490.0,2,5417.9299999999985,27,0.0,3
56884,12672.0,37,225.9,351,0.0,0
56913,13385.0,11,534.5700000000002,351,0.0,0
56951,15626.0,8,675.8000000000001,96,0.0,0
56971,18692.0,22,191.09999999999997,351,0.0,0
56988,18693.0,19,243.29999999999998,351,0.0,0
57008,18694.0,16,273.26,351,0.0,0
57031,18695.0,8,739.9699999999999,351,0.0,0
57077,18696.0,9,629.4100000000001,351,0.0,0
57121,18697.0,10,483.3500000000001,351,0.0,0
57159,18698.0,11,466.64,351,0.0,0
57238,12553.0,2,3652.2500000000014,30,0.2857142857142857,7
57276,15213.0,15,325.04999999999995,340,0.3333333333333333,0
57338,14175.0,3,3108.0600000000018,73,0.5714285714285714,7
57354,18106.0,10,430.6999999999999,351,0.0,0
57499,15033.0,1,2571.020000000001,26,0.09090909090909091,7
57593,14329.0,2,4928.740000000004,30,0.5,7
57708,18699.0,1,3134.2800000000025,351,0.0,7
58133,18700.0,5,1883.5700000000006,351,0.0,7
58381,16401.0,2,4061.239999999999,23,0.4,7
58395,16206.0,6,537.06,76,0.0,0
58420,13782.0,4,911.9999999999992,34,0.0,0
58456,12924.0,12,929.9500000000003,110,0.2,0
58458,16593.0,14,330.0299999999999,72,0.0,0
58506,13700.0,2,2265.119999999999,48,0.0,7
58543,13064.0,6,1119.4900000000005,34,0.0,0
58590,13048.0,3,1805.9099999999994,36,0.2,7
58630,18069.0,1,2021.8200000000004,48,0.2857142857142857,7
58631,13634.0,2,1575.1600000000003,55,0.0,7
58796,16843.0,1,10183.820000000007,64,0.058823529411764705,3
58815,17064.0,6,859.3500000000003,80,0.0,0
58838,17609.0,2,1103.9200000000003,62,0.16666666666666666,0
58938,15673.0,3,2881.0200000000013,110,0.0,7
59044,12626.0,2,6388.3499999999985,45,0.3076923076923077,3
59097,14976.0,5,765.8599999999997,79,0.125,0
59113,12388.0,4,2780.6600000000003,37,0.0,7
59132,13527.0,2,2263.76,55,0.125,7
59148,15696.0,3,2644.46,55,0.3333333333333333,7
59183,15316.0,365,165.0,348,0.0,0
59184,12673.0,9,610.52,27,0.0,0
59244,15296.0,2,3610.3100000000004,66,0.4,7
59305,17988.0,10,191.17,33,0.125,0
59368,12820.0,7,942.3399999999999,25,0.0,0
59379,13001.0,2,9797.920000000013,26,0.13333333333333333,3
59440,14101.0,11,5976.79,95,0.0,3
59607,14238.0,46,146.85,348,0.0,0
59615,17730.0,2,5288.829999999997,25,0.13333333333333333,3
59684,13929.0,37,802.8499999999999,191,0.3333333333333333,0
59707,14657.0,3,838.2700000000001,39,0.2,0
59838,18701.0,365,5.95,348,0.0,0
59839,13859.0,14,201.16,348,0.0,0
59867,18212.0,9,248.41999999999993,348,0.0,0
59910,14292.0,4,4819.329999999998,29,0.35714285714285715,7
59956,13883.0,3,2538.749999999999,23,0.4444444444444444,7
59958,18702.0,1,4106.840000000009,348,0.0,7
60413,18703.0,1,2555.1300000000037,348,0.0,7
60791,18704.0,1,3237.8800000000065,348,0.0,7
61193,18705.0,2,2829.870000000006,348,0.0,7
61549,18233.0,365,440.0,347,0.0,0
61550,17018.0,23,920.0999999999998,62,0.0,0
61556,14242.0,23,280.55,266,0.0,0
61583,12356.0,7,2811.4300000000007,44,0.0,7
61619,12346.0,183,0.0,347,0.5,0
61635,13898.0,31,155.93,347,0.0,0
61652,16948.0,20,435.02,160,0.0,0
61665,16997.0,31,702.0,310,0.0,0
61676,12527.0,21,348.71000000000004,103,0.0,0
61702,18706.0,365,0.0,347,1.0,0
61703,15395.0,53,107.45000000000002,347,0.0,0
61838,18707.0,365,0.0,347,1.0,0
61924,12510.0,12,982.57,164,0.0,0
61953,18708.0,46,-30.699999999999996,347,1.0,0
61961,18709.0,5,1933.9500000000007,347,0.0,7
62038,18710.0,46,8.31,347,0.0,0
62046,18711.0,10,386.21,347,0.0,0
62084,18712.0,11,403.1499999999999,347,0.0,0
62120,18713.0,2,2418.2600000000025,347,0.0,7
62460,13693.0,92,-32.0,347,1.0,0
62509,18714.0,10,478.63999999999993,347,0.0,0
62548,18715.0,15,277.1099999999999,347,0.0,0
62574,18716.0,7,615.18,347,0.0,0
62628,13263.0,1,7454.069999999956,23,0.0,3
62667,14428.0,3,1230.1400000000003,29,0.2857142857142857,0
62713,18717.0,2,1868.13,347,0.0,7
62998,12451.0,2,8933.519999999999,32,0.16666666666666666,3
63099,18718.0,365,0.0,346,1.0,0
63100,12422.0,10,803.5599999999998,117,0.0,0
63138,17708.0,11,267.08000000000004,209,0.0,0
63201,14090.0,365,76.32000000000001,346,0.0,0
63403,15606.0,5,2422.64,79,0.18181818181818182,7
63570,18719.0,10,405.36000000000007,346,0.0,0
63670,15831.0,6,747.7599999999999,80,0.25,0
63671,13310.0,5,1083.63,30,0.5,0
63715,18720.0,1,3882.430000000006,346,0.0,7
64176,14916.0,5,1264.8399999999997,92,0.2,0
64211,17602.0,1,5050.769999999997,24,0.25,3
64320,18721.0,365,0.0,346,1.0,0
64321,18722.0,365,0.0,346,1.0,0
64353,14572.0,2,2803.690000000001,25,0.3,7
64411,13502.0,21,292.0,38,0.0,0
64415,14784.0,25,289.99,48,0.0,0
64419,18723.0,365,29.43,345,0.0,0
64422,15938.0,21,404.58,134,0.0,0
64451,12637.0,1,5953.25,89,0.2,3
64557,17418.0,13,463.4600000000001,64,0.0,0
64569,18724.0,365,-544.4,345,1.0,0
64570,18725.0,365,-1283.8,345,1.0,0
64571,18726.0,183,5.5,345,0.0,0
64573,18727.0,365,-1050.15,345,1.0,0
64575,14779.0,9,386.1499999999999,302,0.0,0
64609,16321.0,23,230.70000000000007,94,0.2857142857142857,0
64672,15262.0,37,178.95000000000002,345,0.0,0
64730,17862.0,34,330.9,345,0.0,0
64804,16892.0,4,496.8399999999997,23,0.2857142857142857,0
64805,12402.0,34,225.6,345,0.0,0
64854,17771.0,7,245.81,78,0.0,0
64876,15422.0,61,97.7,345,0.0,0
64909,14770.0,8,876.4199999999997,264,0.0,0
65063,18728.0,365,0.0,345,1.0,0
65064,16912.0,4,2528.670000000001,45,0.21428571428571427,7
65077,18729.0,365,0.0,345,1.0,0
65084,18730.0,41,25.0,345,0.0,0
65102,18731.0,1,3323.190000000002,345,0.0,7
65505,18732.0,1,2619.140000000002,345,0.0,7
65876,18733.0,365,0.0,345,1.0,0
65929,15174.0,34,135.75,344,0.0,0
65940,14895.0,1,11020.260000000007,29,0.16666666666666666,3
65943,18734.0,365,0.0,344,1.0,0
65944,12594.0,4,3320.2199999999984,59,0.09090909090909091,7
65968,17504.0,3,2745.28,228,0.1,7
66142,16387.0,92,94.36,344,0.0,0
66152,12664.0,10,4863.879999999999,30,0.1,7
66161,16618.0,4,2630.6400000000012,53,0.16666666666666666,7
66196,17277.0,6,1065.3500000000001,259,0.0,0
66269,14088.0,1,50415.49,32,0.07142857142857142,4
66370,17094.0,25,270.19999999999993,340,0.5,0
66429,14692.0,6,582.0500000000001,159,0.2,0
66475,12970.0,3,452.23999999999995,29,0.0,0
66518,18735.0,365,0.0,344,1.0,0
66520,18736.0,5,2007.4400000000014,344,0.0,7
66611,18737.0,8,524.1800000000001,344,0.0,0
66659,18738.0,7,672.8599999999999,344,0.0,0
66841,18739.0,1,3388.210000000005,344,0.0,7
67274,18740.0,2,1767.8500000000001,344,0.0,7
67493,17889.0,18,203.87,234,0.0,0
67505,17644.0,3,2768.9799999999996,23,0.35294117647058826,7
67520,17714.0,37,153.0,342,0.0,0
67530,12916.0,4,2982.350000000001,160,0.2,7
67570,17769.0,2,3960.6299999999997,34,0.16666666666666666,7
67605,14450.0,10,483.25,202,0.0,0
67616,16085.0,3,981.5099999999999,45,0.0,0
67644,13659.0,4,1550.8500000000008,219,0.3333333333333333,7
67754,15167.0,9,162.99999999999997,342,0.0,0
67812,15443.0,1,3212.159999999999,23,0.125,7
68015,14224.0,4,1050.1200000000001,132,0.0,0
68126,13742.0,2,3102.420000000001,38,0.14285714285714285,7
68221,17673.0,2,1622.2200000000016,23,0.14285714285714285,7
68265,12727.0,3,3947.7000000000003,32,0.2222222222222222,7
68326,14068.0,16,265.85,342,0.0,0
68386,13068.0,183,344.0,32,0.0,0
68423,18741.0,4,883.8299999999999,341,0.0,0
68519,18742.0,5,733.5299999999997,341,0.0,0
68603,18743.0,4,842.66,341,0.0,0
68761,14368.0,46,155.00000000000003,341,0.0,0
68769,15497.0,23,1259.7,39,0.3333333333333333,0
68804,12559.0,17,536.2099999999999,332,0.3333333333333333,0
68824,18744.0,8,653.9499999999999,341,0.0,0
68871,18745.0,12,301.3,341,0.0,0
68903,13819.0,11,1140.35,323,0.0,0
68916,14501.0,31,190.30999999999997,86,0.3333333333333333,0
68920,18746.0,365,0.0,341,1.0,0
68941,14782.0,61,200.10000000000002,341,0.0,0
68977,17861.0,2,2059.2000000000007,25,0.1111111111111111,7
69007,14439.0,12,2661.24,341,0.0,7
69057,18161.0,5,1612.7899999999997,32,0.16666666666666666,7
69072,15820.0,22,206.98000000000002,341,0.0,0
69089,18136.0,10,761.8299999999998,85,0.25,0
69127,16660.0,22,810.45,38,0.2,0
69131,12693.0,9,830.9599999999997,142,0.3333333333333333,0
69154,12625.0,5,2614.3199999999997,233,0.3333333333333333,7
69215,18747.0,365,0.0,341,1.0,0
69216,13396.0,8,1325.2899999999997,43,0.5,0
69231,18748.0,3,1363.66,341,0.0,7
69430,18749.0,3,865.6300000000002,341,0.0,0
69557,12935.0,3,2156.4499999999994,24,0.125,7
69584,16730.0,5,702.79,74,0.25,0
69598,14541.0,4,1461.6499999999999,80,0.0,7
69623,18750.0,7,2439.76,341,0.0,7
69703,13551.0,92,91.80000000000001,341,0.0,0
69722,12421.0,8,806.2700000000002,37,0.2,0
69742,18751.0,122,17.1,341,0.0,0
69745,15797.0,46,2207.4,135,0.0,7
69754,15052.0,13,215.78,341,0.0,0
69804,14130.0,6,483.85999999999996,341,0.0,0
69871,15222.0,73,585.0,340,0.0,0
69876,13615.0,16,399.9900000000001,334,0.5,0
69899,13901.0,3,2867.2,94,0.0,7
69929,18752.0,7,604.37,340,0.0,0
69988,13158.0,5,1201.0600000000004,116,0.0,0
70057,18753.0,3,1569.030000000001,340,0.0,7
70232,14257.0,4,3087.27,73,0.16666666666666666,7
70354,15218.0,3,5756.890000000001,32,0.0,3
70388,15110.0,10,970.2499999999999,45,0.42857142857142855,0
70398,14534.0,1,4075.349999999999,24,0.28,7
70399,15967.0,5,418.8299999999999,45,0.0,0
70457,16757.0,53,106.83,340,0.0,0
70482,12854.0,4,1289.1500000000003,100,0.4,0
70487,13815.0,3,4014.9099999999985,44,0.2,7
70543,18008.0,13,2116.19,92,0.0,7
70604,18277.0,41,97.63,80,0.5,0
70655,14389.0,6,999.7199999999998,30,0.6,0
70713,13703.0,365,99.5,340,0.0,0
70714,15339.0,5,557.5699999999998,88,0.3333333333333333,0
70758,12744.0,2,9120.39,73,0.3,3
70913,16222.0,3,846.7200000000007,340,0.0,0
71056,18754.0,5,1816.6300000000006,340,0.0,7
71161,14341.0,3,2166.3799999999983,67,0.1111111111111111,7
71177,13168.0,3,1310.14,58,0.2,0
71260,16943.0,12,816.7299999999999,233,0.0,0
71281,18755.0,6,920.8999999999996,340,0.0,0
71351,17515.0,5,639.0199999999998,53,0.0,0
71382,17082.0,5,2003.8500000000008,55,0.0,7
71415,14248.0,46,302.58,340,0.0,0
71440,18756.0,365,12.75,340,0.0,0
71441,12609.0,7,1126.8500000000001,100,0.0,0
71457,13002.0,53,120.94999999999999,340,0.0,0
71474,16133.0,1,14305.66,25,0.2826086956521739,3
71486,13049.0,27,656.6800000000002,86,0.0,0
71496,18757.0,61,13.55,340,0.0,0
71502,18758.0,365,0.84,340,0.0,0
71503,18759.0,122,20.1,340,0.0,0
71525,14548.0,92,652.8,172,0.0,0
71538,13405.0,14,572.4509999999999,96,0.0,0
71607,14049.0,1,5639.149999999996,38,0.3333333333333333,3
71633,18760.0,365,0.0,339,1.0,0
71634,16043.0,10,773.9900000000004,59,0.0,0
71774,15812.0,9,1801.14,129,0.0,7
71776,13837.0,20,271.24000000000007,233,0.0,0
71785,17118.0,37,157.02,339,0.0,0
71984,14616.0,122,406.08000000000004,274,0.0,0
71985,14233.0,11,1447.5100000000007,65,0.2,7
72006,18761.0,365,0.0,339,1.0,0
72007,17075.0,5,813.7700000000001,39,0.2,0
72094,16714.0,4,911.5299999999993,240,0.25,0
72186,13098.0,1,28658.880000000012,23,0.3170731707317073,6
72203,17027.0,3,848.5899999999997,100,0.14285714285714285,0
72275,12591.0,15,452.84999999999985,339,0.0,0
72301,17786.0,6,278.74,107,0.0,0
72329,16124.0,23,187.15000000000003,338,0.5,0
72340,16409.0,2,2028.8800000000017,58,0.0,7
72388,13754.0,31,282.6,173,0.0,0
72422,15227.0,7,1219.4,58,0.0,0
72438,12997.0,6,1197.94,44,0.42857142857142855,0
72453,18762.0,6,709.8899999999999,339,0.0,0
72517,18763.0,365,2.8499999999999996,339,0.0,0
72528,18764.0,2,1718.730000000002,339,0.0,7
72757,15215.0,9,615.99,66,0.5,0
72782,16918.0,3,1043.3399999999997,71,0.14285714285714285,0
72813,16882.0,10,705.1199999999998,88,0.0,0
72850,14442.0,6,1544.6200000000001,23,0.6,7
72884,16496.0,4,1562.2200000000003,30,0.25,7
72985,12764.0,9,1693.8800000000003,338,0.0,7
73069,17311.0,7,1384.8500000000001,100,0.0,7
73191,18765.0,3,1563.960000000002,338,0.0,7
73372,15910.0,2,1232.1799999999996,22,0.0,0
73458,16949.0,6,1161.2700000000002,25,0.14285714285714285,0
73527,14970.0,11,1592.06,90,0.0,7
73532,14701.0,2,2486.219999999999,32,0.25,7
73589,18766.0,365,0.0,338,1.0,0
73590,18767.0,365,0.0,338,1.0,0
73591,18768.0,365,0.0,338,1.0,0
73592,18769.0,365,0.0,338,1.0,0
73593,18770.0,365,0.0,338,1.0,0
73604,18771.0,365,0.0,338,1.0,0
73605,18772.0,365,0.0,338,1.0,0
73606,12645.0,5,1755.3800000000006,55,0.2,7
73648,12468.0,10,724.04,165,0.3333333333333333,0
73669,16767.0,2,5580.599999999999,52,0.0,3
73752,18773.0,365,0.0,338,1.0,0
73753,18774.0,365,0.0,338,1.0,0
73754,18775.0,365,0.0,338,1.0,0
73773,14738.0,7,1289.9399999999998,61,0.2222222222222222,0
73799,17540.0,15,570.4,30,0.3333333333333333,0
73807,18776.0,92,9.85,338,0.0,0
73811,14239.0,4,2323.5000000000014,65,0.15384615384615385,7
73849,18777.0,365,0.0,338,1.0,0
73850,18778.0,365,0.0,338,1.0,0
73851,18125.0,2,1141.3399999999992,51,0.2,0
73934,18779.0,365,0.0,338,1.0,0
73935,18780.0,365,0.0,338,1.0,0
73937,13328.0,22,1308.48,338,0.0,0
74027,15549.0,4,1655.76,99,0.25,7
74245,15864.0,16,1769.7800000000002,44,0.25,7
74283,18781.0,365,0.0,338,1.0,0
74284,18782.0,365,0.0,338,1.0,0
74287,18783.0,365,0.0,338,1.0,0
74288,18784.0,365,0.0,338,1.0,0
74289,14662.0,3,771.1700000000003,50,0.0,0
74313,17180.0,3,780.3800000000001,78,0.3333333333333333,0
74389,15057.0,15,1489.5,297,0.0,7
74416,12574.0,34,218.45000000000002,337,0.0,0
74484,13330.0,7,1140.9299999999996,114,0.0,0
74497,13552.0,4,3539.530000000001,88,0.25,7
74505,12853.0,5,1881.6999999999998,129,0.3333333333333333,7
74525,13538.0,15,1280.85,65,0.0,0
74547,16755.0,3,1484.6300000000003,136,0.4,7
74563,14133.0,13,590.3399999999999,151,0.4,0
74614,18785.0,365,0.0,337,1.0,0
74615,18786.0,365,0.0,337,1.0,0
74616,16523.0,2,9295.670000000007,23,0.25,3
74642,18787.0,365,0.0,337,1.0,0
74643,18788.0,365,0.0,337,1.0,0
74644,18789.0,365,0.0,337,1.0,0
74645,18790.0,365,0.0,337,1.0,0
74655,18791.0,365,0.0,337,1.0,0
74656,18792.0,365,0.0,337,1.0,0
74657,18793.0,365,0.0,337,1.0,0
74658,18794.0,365,0.0,337,1.0,0
74659,18795.0,365,0.0,337,1.0,0
74668,18796.0,365,0.0,337,1.0,0
74740,14659.0,2,2456.5300000000007,30,0.25,7
74810,13141.0,3,2385.7999999999993,106,0.16666666666666666,7
74825,18797.0,365,0.0,337,1.0,0
74826,15365.0,3,1330.4500000000005,47,0.2222222222222222,0
74838,18798.0,365,0.0,337,1.0,0
74839,18799.0,365,0.0,337,1.0,0
74842,13707.0,8,806.4100000000004,289,0.0,0
74895,18800.0,6,1264.3400000000001,337,0.0,0
75003,18801.0,122,-15.989999999999998,337,1.0,0
75006,18802.0,3,1551.560000000001,337,0.0,7
75220,18803.0,365,0.0,337,1.0,0
75221,18804.0,365,0.0,337,1.0,0
75222,18805.0,365,0.0,337,1.0,0
75223,18806.0,365,0.0,337,1.0,0
75224,18807.0,365,0.0,337,1.0,0
75226,18808.0,365,0.0,337,1.0,0
75227,18809.0,365,0.0,337,1.0,0
75228,18810.0,365,0.0,337,1.0,0
75229,18811.0,365,0.0,337,1.0,0
75230,18812.0,365,0.0,337,1.0,0
75231,18813.0,365,0.0,337,1.0,0
75232,18814.0,365,0.0,337,1.0,0
75233,18815.0,365,0.0,337,1.0,0
75234,18816.0,365,0.0,337,1.0,0
75235,18817.0,365,0.0,337,1.0,0
75236,18818.0,365,0.0,337,1.0,0
75237,18819.0,365,0.0,337,1.0,0
75238,18820.0,365,0.0,337,1.0,0
75239,18821.0,365,0.0,337,1.0,0
75240,18822.0,365,0.0,337,1.0,0
75241,18823.0,365,0.0,337,1.0,0
75242,18824.0,365,0.0,337,1.0,0
75243,18825.0,365,0.0,337,1.0,0
75252,18826.0,365,0.0,337,1.0,0
75253,18827.0,365,0.0,337,1.0,0
75254,18828.0,365,0.0,337,1.0,0
75255,18829.0,365,0.0,337,1.0,0
75256,18830.0,365,0.0,337,1.0,0
75257,18831.0,365,0.0,337,1.0,0
75258,18832.0,365,0.0,337,1.0,0
75259,18833.0,365,0.0,337,1.0,0
75260,18834.0,365,0.0,337,1.0,0
75261,13709.0,2,6249.110000000003,25,0.23529411764705882,3
75292,18835.0,365,0.0,337,1.0,0
75293,18836.0,365,0.0,337,1.0,0
75294,18837.0,365,0.0,337,1.0,0
75295,18838.0,365,0.0,337,1.0,0
75325,17329.0,12,523.11,36,0.0,0
75396,18839.0,365,1.25,337,0.0,0
75457,14805.0,8,554.65,37,0.0,0
75527,16897.0,9,213.03000000000014,321,0.3333333333333333,0
75557,15579.0,8,348.5999999999999,90,0.0,0
75629,14595.0,4,1740.6000000000001,41,0.0,7
75753,13161.0,46,112.75,335,0.0,0
75793,15415.0,8,572.8099999999998,335,0.0,0
75866,17431.0,9,403.30000000000007,335,0.0,0
75932,17463.0,2,1881.3600000000017,38,0.16666666666666666,7
76026,14502.0,1,2351.02,41,0.21428571428571427,7
76138,12528.0,4,1922.2800000000009,31,0.25,7
76169,18840.0,3,1321.3900000000003,334,0.0,0
76333,18841.0,6,677.43,334,0.0,0
76404,18842.0,6,701.7099999999999,334,0.0,0
76594,18843.0,7,661.4199999999996,334,0.0,0
76647,15448.0,14,494.64000000000004,334,0.0,0
76683,17314.0,3,2514.76,46,0.2727272727272727,7
76780,17373.0,7,646.9200000000001,62,0.0,0
76807,18145.0,2,2861.5500000000006,34,0.0,7
76849,18844.0,3,1460.3300000000004,334,0.0,7
77058,14467.0,5,598.7599999999999,39,0.0,0
77073,12908.0,92,246.0,80,0.5,0
77092,15144.0,2,6530.040000000007,30,0.05555555555555555,3
77111,14776.0,3,2195.5799999999995,73,0.15384615384615385,7
77212,16403.0,25,161.04999999999998,324,0.5,0
77222,16407.0,3,2126.9300000000017,34,0.0,7
77290,17619.0,5,218.52000000000004,334,0.0,0
77367,12778.0,8,804.2300000000001,41,0.14285714285714285,0
77381,17256.0,23,239.99999999999997,129,0.0,0
77410,17604.0,6,309.36,239,0.0,0
77437,14006.0,13,962.1899999999999,137,0.0,0
77460,13600.0,20,219.51999999999998,334,0.0,0
77483,15058.0,2,2124.9900000000025,47,0.0,7
77701,17147.0,5,1679.6400000000003,44,0.3333333333333333,7
77754,18845.0,365,0.0,333,1.0,0
77755,18846.0,365,0.0,333,1.0,0
77756,13881.0,3,16989.519999999993,25,0.09090909090909091,6
77866,16612.0,6,1187.6599999999999,54,0.0,0
77923,14627.0,73,-21.849999999999998,333,1.0,0
77930,18847.0,5,669.4599999999999,333,0.0,0
78032,17356.0,20,178.21999999999997,333,0.0,0
78080,12477.0,2,13117.009999999993,44,0.3333333333333333,3
78086,12836.0,3,2612.8599999999988,81,0.0,7
78149,13939.0,8,556.7499999999999,45,0.25,0
78161,16745.0,2,7170.700000000005,108,0.05555555555555555,3
78208,18848.0,73,76.45000000000002,333,0.0,0
78231,13606.0,9,280.53999999999996,51,0.0,0
78234,18849.0,365,-5.95,333,1.0,0
78235,18850.0,365,0.0,333,1.0,0
78285,13494.0,21,316.26,333,0.0,0
78323,12929.0,41,105.10000000000001,144,0.5,0
78334,18851.0,14,134.48000000000002,333,0.0,0
78362,16419.0,8,959.4799999999999,134,0.14285714285714285,0
78379,17035.0,12,388.33000000000004,277,0.3333333333333333,0
78397,15203.0,3,1827.7999999999984,47,0.0,7
78417,18852.0,183,21.0,333,0.0,0
78424,18853.0,365,0.0,333,1.0,0
78425,18854.0,365,0.0,333,1.0,0
78456,18855.0,365,0.0,333,1.0,0
78457,18856.0,365,0.0,333,1.0,0
78458,18857.0,365,0.0,333,1.0,0
78459,18858.0,365,0.0,333,1.0,0
78460,16515.0,4,1627.1300000000006,74,0.0,7
78491,12373.0,27,364.6,333,0.0,0
78653,18202.0,6,1396.9900000000007,221,0.0,7
78676,12775.0,6,1351.2400000000002,39,0.16666666666666666,0
78688,14549.0,7,289.2399999999999,333,0.0,0
78744,15981.0,4,3408.4799999999987,46,0.0,7
78753,16110.0,2,1337.4800000000016,67,0.0,0
78868,17376.0,16,203.2,92,0.0,0
78937,18859.0,3,1757.1000000000015,333,0.0,7
79120,13110.0,3,1452.8700000000006,53,0.125,7
79140,16716.0,122,319.8000000000001,288,0.3333333333333333,0
79152,12676.0,9,1331.3900000000006,46,0.0,0
79196,15940.0,183,31.799999999999997,333,0.5,0
79198,15971.0,11,4199.85,39,0.0,7
79228,14665.0,4,1258.3800000000003,82,0.2857142857142857,0
79254,14457.0,92,113.64,332,0.0,0
79337,15589.0,13,456.58,277,0.25,0
79395,14411.0,27,1063.0,332,0.0,0
79436,18860.0,21,161.56,332,0.0,0
79454,17560.0,14,854.9500000000002,116,0.2,0
79459,18861.0,365,0.0,332,1.0,0
79460,15226.0,46,154.41,332,0.0,0
79477,14460.0,22,383.34,132,0.25,0
79479,16156.0,3,3024.6200000000013,30,0.3076923076923077,7
79513,13728.0,6,1016.1399999999999,58,0.0,0
79531,18862.0,11,395.90999999999997,332,0.0,0
79567,18863.0,6,587.2499999999999,332,0.0,0
79628,18864.0,10,523.31,332,0.0,0
79668,18865.0,5,1047.17,332,0.0,0
79744,14127.0,9,709.7099999999996,144,0.0,0
79781,16378.0,16,362.95000000000005,279,0.0,0
79822,13894.0,13,535.9699999999999,44,0.4,0
79832,13824.0,8,1698.9399999999998,54,0.0,7
79853,18250.0,17,342.92,323,0.5,0
79874,15270.0,8,2298.2000000000003,37,0.2222222222222222,7
79885,18866.0,3,1340.7700000000002,332,0.0,0
80054,18867.0,365,0.0,332,1.0,0
80055,14188.0,6,2018.91,30,0.4,7
80067,18017.0,122,523.0,103,0.0,0
80069,18868.0,365,15.0,332,0.0,0
80106,15421.0,7,950.3599999999996,80,0.0,0
80214,17446.0,41,120.9,198,0.0,0
80222,12414.0,21,562.41,239,0.0,0
80262,14798.0,31,173.74,74,0.0,0
80268,12990.0,29,409.50000000000006,53,0.0,0
80302,18869.0,365,0.0,332,1.0,0
80303,18870.0,365,0.0,332,1.0,0
80323,12350.0,22,334.40000000000003,332,0.0,0
80345,16992.0,4,1601.86,32,0.16666666666666666,7
80347,17337.0,1,1944.3200000000033,173,0.42857142857142855,7
80606,16405.0,73,167.25,324,0.0,0
80613,17071.0,3,2385.480000000001,30,0.35714285714285715,7
80640,13873.0,16,381.70000000000005,141,0.25,0
80659,18871.0,365,0.0,331,1.0,0
80665,18872.0,365,0.0,331,1.0,0
80667,17362.0,11,312.22999999999996,271,0.0,0
80679,13394.0,3,2312.7999999999997,23,0.2,7
80695,12502.0,3,3723.87,117,0.0,7
80742,16333.0,9,26626.8,29,0.0,6
80744,16030.0,13,331.24000000000007,331,0.0,0
80784,14044.0,2,652.8199999999993,48,0.0,0
80839,18873.0,3,1295.8299999999997,331,0.0,0
81022,13800.0,12,558.3199999999997,331,0.0,0
81240,17672.0,4,3106.6200000000003,65,0.5,7
81281,12464.0,13,1212.0499999999997,32,0.0,0
81416,13581.0,37,117.99999999999999,331,0.0,0
81433,14540.0,5,996.26,31,0.0,0
81448,13539.0,10,605.8400000000001,107,0.25,0
81477,15885.0,21,379.34999999999997,114,0.0,0
81478,14497.0,12,457.4699999999999,323,0.5,0
