,CustomerID,Periodicity,Recency,threshold_annulation,purchase_amount,purchasing
139039,15373.0,3,16,0.07692307692307693,176.20999999999995,1
139060,19354.0,365,276,1.0,0.0,0
139061,16954.0,7,16,0.0,180.38000000000002,1
139064,19355.0,365,276,1.0,0.0,0
139065,17863.0,3,26,0.0,481.2,1
139083,19356.0,365,276,1.0,0.0,0
139084,13988.0,2,41,0.3333333333333333,631.06,1
139127,13798.0,1,21,0.09523809523809523,1012.6,1
139137,17314.0,3,46,0.2727272727272727,-7.5,0
139138,17220.0,1,21,0.0,417.74999999999994,1
139202,16657.0,2,31,0.0,242.55,1
139278,19357.0,16,276,0.0,212.35999999999999,1
139302,13728.0,6,58,0.0,183.00000000000003,1
139314,16059.0,3,24,0.0,384.45,1
139362,15353.0,6,24,0.0,465.3699999999999,1
139413,16949.0,6,25,0.14285714285714285,127.79,1
139422,16019.0,3,21,0.1,303.32,1
139429,17929.0,61,33,0.2,238.79999999999998,1
139430,18179.0,5,31,0.0,270.26000000000005,1
139448,13113.0,2,22,0.4,453.05,1
139455,14180.0,2,15,0.1935483870967742,245.2,1
139470,12709.0,2,14,0.4230769230769231,418.70000000000005,1
139477,19358.0,183,276,0.0,46.2,1
139479,19359.0,73,276,0.0,16.130000000000003,1
139484,15424.0,22,276,0.0,193.5,1
139493,13316.0,5,59,0.0,1622.48,1
139504,13509.0,9,30,0.0,313.49999999999994,1
139519,15424.0,22,276,0.0,189.84,1
139527,16788.0,3,145,0.0,297.1700000000002,1
139595,19360.0,365,276,1.0,0.0,0
139596,16584.0,12,102,0.3333333333333333,611.94,1
139610,14810.0,2,26,0.0,136.99,1
139632,13047.0,2,30,0.4444444444444444,427.1500000000002,1
139652,15364.0,13,117,0.0,331.80000000000007,1
139655,15189.0,2,23,0.22641509433962265,132.70000000000002,1
139659,18108.0,20,276,0.5,271.0,1
139676,14272.0,12,95,0.0,132.09,1
139684,13082.0,5,148,0.1,435.0,1
139688,18198.0,3,26,0.19047619047619047,284.67000000000013,1
139704,16558.0,1,14,0.16666666666666666,174.31,1
139716,19361.0,365,276,1.0,0.0,0
139717,13426.0,3,16,0.16666666666666666,306.3900000000001,1
139739,13089.0,1,11,0.17796610169491525,-34.0,0
139740,15812.0,9,129,0.0,519.96,1
139743,15648.0,14,226,0.5,-53.7,0
139745,13001.0,2,26,0.13333333333333333,850.8200000000002,1
139769,12921.0,1,23,0.26,-6.75,0
139770,15980.0,9,110,0.0,760.1800000000001,1
139790,15981.0,4,46,0.0,600.0,1
139803,12921.0,1,23,0.26,-80.55000000000001,0
139808,12472.0,1,26,0.46153846153846156,-54.65,0
139815,15785.0,5,51,0.375,-10.95,0
139816,15832.0,7,276,0.0,836.7899999999998,1
139870,14828.0,22,218,0.0,493.92,1
139873,13534.0,2,8,0.4186046511627907,-2.93,0
139875,16092.0,7,120,0.4,310.87,1
139895,13268.0,1,39,0.26666666666666666,-8.5,0
139896,12428.0,2,47,0.25,558.4,1
139906,19362.0,365,276,1.0,0.0,0
139907,19363.0,365,276,1.0,0.0,0
139908,19364.0,365,276,1.0,0.0,0
139909,17677.0,2,17,0.3023255813953488,1337.78,1
139932,17677.0,2,17,0.3023255813953488,70.92,1
139936,19365.0,365,276,1.0,0.0,0
139937,15528.0,15,276,0.0,229.32999999999993,1
139963,17757.0,1,17,0.03225806451612903,353.69999999999993,1
139972,14572.0,2,25,0.3,116.45,1
139975,19366.0,2,276,0.0,1959.650000000001,1
140191,13047.0,2,30,0.4444444444444444,-15.05,0
140194,19367.0,365,276,1.0,0.0,0
140195,14256.0,7,21,0.3333333333333333,-34.0,0
140196,19368.0,365,276,1.0,0.0,0
140197,19369.0,365,276,1.0,0.0,0
140198,19370.0,365,276,1.0,0.0,0
140199,19371.0,365,276,1.0,0.0,0
140200,19372.0,365,276,1.0,0.0,0
140201,19373.0,365,276,1.0,0.0,0
140202,19374.0,365,276,1.0,0.0,0
140203,19375.0,46,276,0.0,28.049999999999997,1
140211,19376.0,365,276,1.0,0.0,0
140212,19377.0,73,276,0.0,9.25,1
140217,14794.0,5,24,0.2222222222222222,-33.9,0
140218,13268.0,1,39,0.26666666666666666,457.4200000000001,1
140274,16713.0,1,11,0.2857142857142857,-28.65,0
140276,19378.0,183,276,0.0,7.5,1
140278,13488.0,1,24,0.23529411764705882,-2.95,0
140279,18075.0,3,15,0.2857142857142857,-21.95,0
140280,19379.0,365,276,0.0,4.95,1
140281,19380.0,365,276,1.0,0.0,0
140282,19381.0,365,276,1.0,0.0,0
140283,19382.0,365,276,1.0,0.0,0
140284,19383.0,365,276,1.0,0.0,0
140285,19384.0,365,276,1.0,0.0,0
140286,19385.0,365,276,1.0,0.0,0
140287,17400.0,2,10,0.0,632.7999999999998,1
140345,14479.0,21,22,0.0,141.85,1
140353,19386.0,365,275,1.0,0.0,0
140354,14794.0,5,24,0.2222222222222222,16.95,1
140355,16398.0,5,166,0.5,1169.9500000000003,1
140418,17088.0,4,50,0.0,1015.8299999999999,1
140473,15061.0,1,16,0.12727272727272726,872.5600000000001,1
140484,16401.0,2,23,0.4,306.6,1
140501,17438.0,20,275,0.5,388.45000000000005,1
140518,12731.0,2,21,0.14285714285714285,1937.0600000000004,1
140551,12731.0,2,21,0.14285714285714285,413.4,1
140556,12601.0,13,211,0.16666666666666666,111.0,1
140559,17315.0,1,14,0.11627906976744186,205.75,1
140563,18041.0,1,22,0.045454545454545456,225.49,1
140575,14911.0,1,8,0.1862348178137652,168.4,1
140584,15856.0,1,8,0.12903225806451613,516.2900000000001,1
140610,17365.0,1,34,0.0,543.5999999999999,1
140675,13060.0,25,275,0.0,307.53000000000003,1
140690,17428.0,2,18,0.15151515151515152,-7.5,0
140691,16422.0,1,11,0.2916666666666667,-71.4,0
140695,14790.0,8,38,0.0,152.16,1
140705,16422.0,1,11,0.2916666666666667,-57.6,0
140706,13468.0,2,15,0.0975609756097561,102.4,1
140711,15632.0,3,37,0.2,300.6,1
140720,14890.0,53,275,0.0,125.65,1
140727,16801.0,4,185,0.2,-751.8999999999997,0
140772,14527.0,1,11,0.05172413793103448,142.51000000000002,1
140796,13225.0,11,18,0.125,-380.8,0
140798,13043.0,27,275,0.5,-44.849999999999994,0
140799,17526.0,16,17,0.5,-195.5,0
140800,16386.0,5,50,0.0,61.10000000000001,1
140804,16619.0,23,275,0.5,-21.8,0
140806,14818.0,8,95,0.0,118.25000000000001,1
140819,14543.0,4,21,0.23809523809523808,-283.21,0
140831,12782.0,4,14,0.16666666666666666,415.52,1
140847,14267.0,6,172,0.5714285714285714,-9.95,0
140848,13571.0,2,34,0.0,145.27,1
140875,14051.0,2,11,0.11538461538461539,-8.850000000000001,0
140877,12909.0,4,61,0.375,278.65,1
140893,14952.0,3,21,0.26666666666666666,-26.299999999999997,0
140896,16638.0,4,16,0.09090909090909091,-4.25,0
140897,12619.0,4,38,0.3076923076923077,205.98000000000002,1
140902,12909.0,4,61,0.375,624.8000000000001,1
140929,14064.0,5,51,0.2857142857142857,375.34999999999997,1
140937,17841.0,1,12,0.26627218934911245,212.99999999999997,1
140974,16839.0,2,26,0.1282051282051282,840.3800000000001,1
140984,16698.0,73,258,0.0,1182.0,1
140988,17075.0,5,39,0.2,-20.35,0
140991,12678.0,3,10,0.07692307692307693,3243.129999999999,1
141026,13089.0,1,11,0.17796610169491525,1622.41,1
141083,16681.0,9,94,0.0,301.6,1
141095,17075.0,5,39,0.2,133.47,1
141111,17071.0,3,30,0.35714285714285715,204.78000000000003,1
141133,15894.0,9,26,0.0,106.81,1
141136,19387.0,7,275,0.0,1607.8000000000006,1
141194,14410.0,2,37,0.4,-29.85,0
141199,19388.0,6,275,0.0,1062.1599999999994,1
141268,19389.0,5,275,0.0,922.3399999999998,1
141342,18037.0,20,19,0.0,3.9,1
141344,13573.0,15,72,0.0,31.770000000000003,1
141347,14189.0,2,24,0.375,-2.25,0
141348,14543.0,4,21,0.23809523809523808,296.20000000000005,1
141353,17861.0,2,25,0.1111111111111111,216.12,1
141387,14056.0,1,23,0.20689655172413793,276.94,1
141414,14410.0,2,37,0.4,136.60000000000002,1
141429,13777.0,2,8,0.1951219512195122,-20.4,0
141430,19390.0,5,275,0.0,1113.33,1
141503,19391.0,365,275,0.0,1.9500000000000002,1
141504,19392.0,2,275,0.0,2234.5800000000004,1
141699,13126.0,3,23,0.2,320.1700000000001,1
141718,17735.0,1,24,0.0,652.5200000000001,1
141759,19393.0,3,275,0.0,1705.13,1
141906,18223.0,2,10,0.48148148148148145,490.98999999999995,1
141930,17400.0,2,10,0.0,11.8,1
141932,14031.0,2,14,0.13636363636363635,1170.0,1
141937,14031.0,2,14,0.13636363636363635,-1170.0,0
141942,13883.0,3,23,0.4444444444444444,980.41,1
141988,18172.0,2,36,0.2,269.62,1
142003,19394.0,365,275,1.0,0.0,0
142004,19395.0,365,275,1.0,0.0,0
142005,19396.0,365,275,1.0,0.0,0
142006,19397.0,365,275,1.0,0.0,0
142007,19398.0,365,275,1.0,0.0,0
142008,19399.0,365,275,1.0,0.0,0
142009,14957.0,31,275,0.0,58.49000000000001,1
142021,13918.0,13,71,0.0,198.20000000000002,1
142029,14525.0,2,18,0.3076923076923077,-48.3,0
142031,14525.0,2,18,0.3076923076923077,353.45000000000005,1
142046,13118.0,5,41,0.2857142857142857,423.54999999999995,1
142065,16600.0,6,26,0.0,111.60000000000001,1
142074,17212.0,92,275,0.0,226.85,1
142078,17781.0,31,181,0.0,102.0,1
142080,16365.0,8,16,0.0,120.9,1
142083,18161.0,5,32,0.16666666666666666,244.79,1
142095,14886.0,21,284,0.0,364.80000000000007,1
142113,17613.0,2,44,0.17647058823529413,239.75000000000003,1
142123,12523.0,4,23,0.15384615384615385,138.75,1
142132,13694.0,1,11,0.13793103448275862,888.1999999999999,1
142151,13758.0,4,23,0.0,316.90000000000003,1
142166,13694.0,1,11,0.13793103448275862,237.89999999999998,1
142168,15018.0,12,24,0.25,180.08999999999997,1
142180,13626.0,20,284,0.0,257.22999999999996,1
142199,16214.0,9,192,0.0,206.7,1
142204,13468.0,2,15,0.0975609756097561,297.12,1
142212,16609.0,2,37,0.2222222222222222,557.5299999999997,1
142247,19400.0,61,284,0.0,110.0,1
142253,18118.0,1,21,0.16129032258064516,125.63,1
142270,12616.0,11,107,0.6,-7.95,0
142271,16180.0,3,122,0.2,413.88,1
142284,17288.0,3,15,0.0,127.30000000000001,1
142290,17965.0,2,22,0.0,270.09999999999997,1
142316,14543.0,4,21,0.23809523809523808,283.21000000000004,1
142328,15045.0,29,173,0.3333333333333333,-102.0,0
142329,15696.0,3,55,0.3333333333333333,-74.15,0
142332,13694.0,1,11,0.13793103448275862,-933.92,0
142337,19401.0,23,284,0.0,53.720000000000006,1
142353,19402.0,365,284,1.0,-2.95,0
142354,12731.0,2,21,0.14285714285714285,252.0,1
142357,13462.0,37,205,0.5,151.5,1
142366,16700.0,2,23,0.23529411764705882,-2.55,0
142367,15589.0,13,277,0.25,-21.95,0
142368,15860.0,3,25,0.0,292.84999999999997,1
142403,18230.0,5,16,0.3,386.21999999999986,1
142419,13137.0,1,32,0.0,645.91,1
142546,13694.0,1,11,0.13793103448275862,35.28,1
142547,14419.0,2,21,0.0,183.46,1
142584,19403.0,365,284,1.0,0.0,0
142585,18263.0,6,45,0.25,307.6,1
142600,16592.0,2,26,0.15789473684210525,337.51,1
142618,15197.0,11,15,0.4,216.75,1
142630,16592.0,2,26,0.15789473684210525,9.959999999999999,1
142631,19404.0,365,284,1.0,0.0,0
142632,16960.0,4,60,0.0,201.53,1
142677,13636.0,6,58,0.16666666666666666,249.60000000000002,1
142693,13841.0,365,284,0.0,85.0,1
142694,19405.0,183,284,0.0,14.43,1
142696,13078.0,1,16,0.3953488372093023,-11.9,0
142697,15622.0,2,25,0.4375,-8.5,0
142698,16333.0,9,29,0.0,1445.6000000000001,1
142703,13184.0,2,36,0.16666666666666666,-22.5,0
142704,16333.0,9,29,0.0,355.20000000000005,1
142706,13184.0,2,36,0.16666666666666666,117.4,1
142719,17701.0,16,284,0.0,417.95000000000005,1
142743,16333.0,9,29,0.0,915.84,1
142744,12877.0,3,15,0.0,87.10000000000001,1
142749,16333.0,9,29,0.0,538.72,1
142751,15601.0,1,15,0.17647058823529413,266.85,1
142772,19406.0,365,284,1.0,0.0,0
142773,19407.0,365,284,1.0,0.0,0
142774,19408.0,365,284,1.0,0.0,0
142775,17580.0,9,15,0.0,47.7,1
142776,16333.0,9,29,0.0,577.2,1
142777,17287.0,3,24,0.0,145.24,1
142792,14680.0,2,17,0.30434782608695654,72.0,1
142793,15291.0,4,14,0.25,396.0,1
142795,17457.0,20,148,0.0,313.38,1
142797,19409.0,365,284,1.0,0.0,0
142798,12888.0,53,236,0.5,-29.849999999999998,0
142799,12949.0,2,52,0.2,1534.3,1
142874,18179.0,5,31,0.0,210.0,1
142875,14852.0,3,80,0.0,490.40000000000003,1
142899,14970.0,11,90,0.0,444.75,1
142906,16928.0,2,30,0.10526315789473684,135.0,1
142911,19410.0,122,284,0.0,10.4,1
142914,12569.0,2,24,0.08571428571428572,348.68,1
142924,15605.0,6,30,0.0,312.58000000000004,1
142944,12748.0,1,8,0.06696428571428571,16.7,1
142950,12748.0,1,8,0.06696428571428571,8.8,1
142952,15179.0,4,21,0.2857142857142857,102.0,1
142953,13418.0,2,16,0.21739130434782608,362.24,1
142982,13169.0,29,85,0.0,505.19999999999993,1
142988,12415.0,1,46,0.19230769230769232,350.0,1
142989,19411.0,365,284,1.0,0.0,0
142990,19412.0,6,284,0.0,863.5399999999998,1
143058,14911.0,1,8,0.1862348178137652,1407.1900000000005,1
143125,14854.0,3,100,0.125,193.08000000000004,1
143132,13124.0,2,16,0.0,1317.8000000000002,1
143221,12781.0,13,43,0.6,-57.51,0
143223,16162.0,183,284,0.0,37.4,1
143225,15691.0,183,284,0.0,136.8,1
143227,15356.0,1,17,0.0,212.12999999999994,1
143287,13767.0,1,15,0.28846153846153844,291.44,1
143298,19413.0,122,284,0.0,18.7,1
143301,19414.0,365,284,1.0,0.0,0
143302,19415.0,365,284,1.0,0.0,0
143303,19416.0,365,284,1.0,0.0,0
143304,19417.0,365,284,1.0,0.0,0
143305,19418.0,365,284,1.0,0.0,0
143306,19419.0,365,284,1.0,0.0,0
143307,19420.0,365,284,1.0,0.0,0
143308,19421.0,365,284,1.0,0.0,0
143309,19422.0,365,284,1.0,0.0,0
143310,19423.0,365,284,1.0,0.0,0
143311,19424.0,365,284,1.0,0.0,0
143312,15856.0,1,8,0.12903225806451613,785.5000000000002,1
143336,14195.0,46,223,0.3333333333333333,828.3999999999999,1
143341,19425.0,365,284,0.0,9.9,1
143342,19426.0,365,284,1.0,0.0,0
143343,19427.0,365,284,1.0,0.0,0
143344,17243.0,1,12,0.13333333333333333,-25.849999999999998,0
143347,17243.0,1,12,0.13333333333333333,142.5,1
143354,15482.0,3,15,0.25,713.8,1
143360,18109.0,1,19,0.16129032258064516,259.6000000000001,1
143389,19428.0,61,282,0.0,24.65,1
143395,13623.0,5,52,0.2857142857142857,146.99,1
143405,17629.0,3,16,0.1111111111111111,266.36,1
143440,17085.0,2,11,0.16666666666666666,244.50000000000003,1
143467,16010.0,5,19,0.0,178.65,1
143515,17381.0,4,25,0.03333333333333333,937.71,1
143522,17381.0,4,25,0.03333333333333333,189.12,1
143525,13408.0,1,15,0.19480519480519481,231.29999999999998,1
143529,13781.0,22,282,0.0,127.84000000000002,1
143546,13269.0,2,18,0.11764705882352941,704.5999999999999,1
143641,17744.0,3,15,0.14285714285714285,280.56,1
143653,16678.0,3,24,0.29411764705882354,282.6,1
143670,18116.0,1,8,0.0,201.00999999999985,1
143761,17050.0,2,118,0.0,687.13,1
143831,17337.0,1,173,0.42857142857142855,-39.2,0
143834,17337.0,1,173,0.42857142857142855,467.3,1
143991,17758.0,1,41,0.0,583.7900000000003,1
144059,14023.0,12,29,0.0,273.14,1
144075,14156.0,1,28,0.16666666666666666,2183.82,1
144089,16297.0,16,234,0.75,-20.4,0
144090,19429.0,365,281,0.0,1.25,1
144091,12957.0,2,26,0.3333333333333333,-9.2,0
144093,13481.0,4,25,0.375,-8.5,0
144094,15874.0,3,85,0.2222222222222222,-26.599999999999998,0
144099,15632.0,3,37,0.2,-15.9,0
144100,12678.0,3,10,0.07692307692307693,134.0,1
144101,13767.0,1,15,0.28846153846153844,367.73999999999995,1
144113,17725.0,2,38,0.21428571428571427,-13.8,0
144115,13198.0,2,17,0.25,903.01,1
144182,12434.0,7,17,0.5,-13.2,0
144183,17669.0,6,64,0.0,475.5,1
144190,12755.0,61,22,0.5,-1591.1999999999998,0
144191,16142.0,10,281,0.0,535.3400000000001,1
144228,17648.0,4,82,0.2,583.87,1
144264,13059.0,46,281,0.0,183.4,1
144272,15039.0,1,17,0.09615384615384616,435.56,1
144305,13984.0,22,23,0.16666666666666666,432.48,1
144306,12682.0,1,22,0.0,585.5500000000001,1
144333,14711.0,2,32,0.08333333333333333,-30.599999999999998,0
144335,15493.0,2,54,0.2857142857142857,412.4899999999999,1
144393,13319.0,1,10,0.2777777777777778,599.8399999999999,1
144420,16224.0,4,79,0.0,167.46999999999997,1
144434,14688.0,2,29,0.2222222222222222,375.1599999999999,1
144460,14895.0,1,29,0.16666666666666666,500.34999999999997,1
144478,17725.0,2,38,0.21428571428571427,313.29,1
144493,12471.0,1,11,0.3877551020408163,624.2900000000001,1
144520,12471.0,1,11,0.3877551020408163,50.0,1
144521,15223.0,12,257,0.3333333333333333,300.85,1
144533,15223.0,12,257,0.3333333333333333,-300.84999999999997,0
144545,13004.0,1,14,0.18181818181818182,451.7799999999999,1
144576,17419.0,2,24,0.14285714285714285,357.5,1
144594,17886.0,4,53,0.0,223.19,1
144610,13294.0,7,211,0.0,483.65000000000003,1
144642,14711.0,2,32,0.08333333333333333,215.00999999999993,1
144686,15752.0,1,29,0.125,403.7800000000001,1
144740,15289.0,7,51,0.25,375.44999999999993,1
144759,13098.0,1,23,0.3170731707317073,357.7,1
144767,16422.0,1,11,0.2916666666666667,2298.0,1
144785,17774.0,3,118,0.2,375.00000000000006,1
144825,12744.0,2,73,0.3,4037.7700000000004,1
144830,12744.0,2,73,0.3,-4037.7700000000004,0
144834,12744.0,2,73,0.3,-2053.07,0
144835,15311.0,1,8,0.2288135593220339,-25.09,0
144838,15311.0,1,8,0.2288135593220339,25.09,1
144844,14911.0,1,8,0.1862348178137652,264.29999999999995,1
144859,13668.0,1,19,0.27586206896551724,221.25,1
144883,13263.0,1,23,0.0,406.8199999999997,1
144950,18185.0,22,281,0.0,304.25,1
144967,17956.0,365,281,0.0,12.75,1
144968,15311.0,1,8,0.2288135593220339,1713.740000000001,1
145013,15756.0,2,83,0.0,123.59000000000002,1
145052,14747.0,20,279,0.5,328.2,1
145070,14606.0,1,9,0.2734375,-6.2,0
145072,14719.0,2,23,0.16666666666666666,223.45999999999995,1
145112,13015.0,3,75,0.0,556.77,1
145144,17114.0,3,27,0.2,130.20000000000002,1
145160,14606.0,1,9,0.2734375,129.18,1
145202,14410.0,2,37,0.4,91.47999999999999,1
145209,13015.0,3,75,0.0,108.0,1
145216,12971.0,2,10,0.033707865168539325,214.2,1
145219,17716.0,2,44,0.08333333333333333,786.16,1
145256,19430.0,365,281,1.0,0.0,0
145257,19431.0,365,281,1.0,0.0,0
145258,19432.0,365,281,1.0,0.0,0
145259,19433.0,365,281,1.0,0.0,0
145260,19434.0,365,281,1.0,0.0,0
145261,13418.0,2,16,0.21739130434782608,-3.75,0
145262,18044.0,3,17,0.09090909090909091,124.15,1
145269,19435.0,2,281,0.0,1908.5799999999995,1
145465,19436.0,2,281,0.0,2295.0300000000016,1
145719,19437.0,183,281,0.0,5.15,1
145721,13767.0,1,15,0.28846153846153844,297.28,1
145735,19438.0,365,281,1.0,0.0,0
145736,17214.0,4,16,0.14285714285714285,160.57,1
145758,15838.0,3,24,0.05,825.96,1
145764,17848.0,8,15,0.0,174.46,1
145777,19439.0,122,281,0.0,26.460000000000004,1
145780,13636.0,6,58,0.16666666666666666,-7.5,0
145781,15521.0,2,58,0.38461538461538464,505.0,1
145784,18108.0,20,276,0.5,-6.35,0
145786,12779.0,3,28,0.3333333333333333,705.8399999999999,1
145811,17940.0,18,71,0.16666666666666666,259.20000000000005,1
145814,12951.0,6,30,0.25,155.19,1
145823,16586.0,46,280,0.0,463.95,1
145831,12669.0,4,172,0.25,1136.3,1
145832,12669.0,4,172,0.25,-1136.3,0
145833,12668.0,3,12,0.3333333333333333,-34.8,0
145835,14849.0,1,15,0.10714285714285714,422.3400000000001,1
145861,16817.0,4,16,0.3076923076923077,215.89999999999998,1
145873,16105.0,29,280,0.0,336.96,1
145886,13013.0,2,23,0.13333333333333333,649.3200000000002,1
145917,13018.0,1,38,0.034482758620689655,493.44999999999993,1
145948,15061.0,1,16,0.12727272727272726,81.6,1
145949,15061.0,1,16,0.12727272727272726,-60.0,0
145950,15938.0,21,134,0.0,105.0,1
145953,19440.0,122,280,0.0,14.15,1
145956,14546.0,1,26,0.4444444444444444,-17.37,0
145961,15572.0,2,26,0.0,430.13,1
146013,12348.0,12,15,0.0,367.0,1
146018,12744.0,2,73,0.3,2118.739999999999,1
146070,14646.0,1,10,0.039473684210526314,1129.1999999999998,1
146079,14646.0,1,10,0.039473684210526314,1155.0,1
146085,16919.0,2,17,0.0,184.84000000000003,1
146110,15674.0,3,95,0.375,-355.11999999999995,0
146129,15674.0,3,95,0.375,355.11999999999995,1
146148,15194.0,2,15,0.3181818181818182,335.07,1
146164,17596.0,2,25,0.0,354.28999999999996,1
146180,17725.0,2,38,0.21428571428571427,-39.2,0
146183,19441.0,73,280,0.0,13.849999999999998,1
146188,15727.0,2,16,0.0,784.4500000000003,1
146234,13798.0,1,21,0.09523809523809523,382.82,1
146237,19442.0,365,280,1.0,0.0,0
146238,15442.0,183,280,0.0,594.0,1
146240,15018.0,12,24,0.25,-39.95,0
146241,16906.0,4,103,0.0,114.64000000000001,1
146263,14546.0,1,26,0.4444444444444444,561.2899999999998,1
146359,16422.0,1,11,0.2916666666666667,105.0,1
146360,19443.0,365,280,1.0,0.0,0
146361,14535.0,2,81,0.25,853.9699999999999,1
146456,17618.0,5,19,0.0,346.49999999999994,1
146469,19444.0,365,280,1.0,0.0,0
146470,16170.0,3,72,0.14285714285714285,316.0199999999999,1
146486,16915.0,7,31,0.0,112.49000000000002,1
146509,13089.0,1,11,0.17796610169491525,838.08,1
146541,12753.0,2,19,0.45454545454545453,3599.3799999999997,1
146573,19445.0,41,280,0.0,111.92,1
146582,17841.0,1,12,0.26627218934911245,-29.0,0
146587,19446.0,37,280,0.0,104.30000000000001,1
146597,19447.0,365,280,1.0,0.0,0
146598,19448.0,365,280,1.0,0.0,0
146599,19449.0,365,280,1.0,0.0,0
146600,19450.0,365,280,1.0,0.0,0
146601,19451.0,365,280,1.0,0.0,0
146602,19452.0,365,280,1.0,0.0,0
146603,19453.0,365,280,1.0,0.0,0
146604,19454.0,365,280,1.0,0.0,0
146605,19455.0,365,280,1.0,0.0,0
146606,19456.0,365,280,1.0,0.0,0
146607,17470.0,5,24,0.0,304.13,1
146627,19457.0,365,280,1.0,0.0,0
146628,19458.0,365,280,1.0,0.0,0
146629,19459.0,365,280,1.0,0.0,0
146630,19460.0,365,280,1.0,0.0,0
146631,16394.0,4,72,0.4444444444444444,306.89000000000004,1
146655,15648.0,14,226,0.5,-3.75,0
146656,17841.0,1,12,0.26627218934911245,226.05999999999997,1
146723,15244.0,11,87,0.0,297.94,1
146738,16696.0,37,157,0.0,35.400000000000006,1
146740,15145.0,6,26,0.0,422.23,1
146766,17492.0,31,280,0.0,374.57,1
146778,12474.0,1,25,0.4,-21.55,0
146783,13525.0,61,36,0.0,282.88,1
146785,13468.0,2,15,0.0975609756097561,173.24,1
146797,12901.0,3,30,0.2,83.4,1
146798,19461.0,3,280,0.0,1138.8399999999997,1
146968,17409.0,29,206,0.0,260.55,1
146973,17857.0,7,15,0.08,5424.0,1
146977,19462.0,365,280,1.0,0.0,0
146978,19463.0,365,280,1.0,0.0,0
146979,19464.0,365,280,1.0,0.0,0
146980,19465.0,365,280,1.0,0.0,0
146981,19466.0,365,280,1.0,0.0,0
146982,19467.0,365,280,1.0,0.0,0
146983,19468.0,365,280,1.0,0.0,0
146984,19469.0,365,280,1.0,0.0,0
146985,19470.0,365,280,1.0,0.0,0
146986,19471.0,365,280,1.0,0.0,0
146987,19472.0,365,280,1.0,0.0,0
146988,17675.0,1,21,0.24390243902439024,-7.5,0
146989,19473.0,365,280,0.0,2.34,1
146990,17644.0,3,23,0.35294117647058826,-32.55,0
146993,19474.0,365,280,1.0,0.0,0
146994,19475.0,365,280,1.0,0.0,0
146995,16161.0,1,16,0.2692307692307692,345.35,1
147016,14407.0,5,129,0.3333333333333333,-12.75,0
147017,15291.0,4,14,0.25,303.4,1
147022,17783.0,6,94,0.0,112.41,1
147052,17811.0,1,26,0.23529411764705882,113.10000000000001,1
147058,17677.0,2,17,0.3023255813953488,-2.55,0
147059,13767.0,1,15,0.28846153846153844,-18.200000000000003,0
147061,14747.0,20,279,0.5,-33.9,0
147062,17682.0,4,25,0.14285714285714285,365.79,1
147081,13863.0,17,277,0.5,305.78000000000003,1
147101,17719.0,2,59,0.16666666666666666,312.19,1
147113,13515.0,7,94,0.0,203.4,1
147126,15917.0,31,279,0.0,123.10000000000001,1
147138,15529.0,1,21,0.08333333333333333,198.91000000000005,1
147155,12481.0,2,11,0.09090909090909091,-5.46,0
147156,16241.0,1,26,0.0,229.26999999999992,1
147217,19476.0,5,279,0.0,3275.33,1
147302,14606.0,1,9,0.2734375,146.92000000000002,1
147322,13266.0,2,16,0.3684210526315789,303.95,1
147333,19477.0,365,279,1.0,0.0,0
147334,15311.0,1,8,0.2288135593220339,703.5399999999998,1
147346,17440.0,46,169,0.4,117.6,1
147348,17045.0,17,135,0.0,39.95,1
147349,17440.0,46,169,0.4,7.0200000000000005,1
147350,13098.0,1,23,0.3170731707317073,1722.0199999999993,1
147385,16670.0,2,15,0.35294117647058826,554.38,1
147419,13491.0,5,16,0.0,136.92,1
147430,14911.0,1,8,0.1862348178137652,955.9899999999999,1
147495,14220.0,18,15,0.0,319.42,1
147505,14587.0,1,40,0.1,178.4,1
147539,17140.0,19,279,0.0,465.32,1
147559,19478.0,92,279,0.0,23.450000000000003,1
147563,15201.0,4,100,0.5454545454545454,301.48000000000013,1
147582,16672.0,4,24,0.09090909090909091,480.9,1
147590,14964.0,29,279,0.0,206.21,1
147603,16031.0,4,114,0.0,305.63,1
147642,14403.0,15,152,0.2,790.7,1
147656,16713.0,1,11,0.2857142857142857,305.26,1
147702,17042.0,4,24,0.0,273.21000000000004,1
147745,14701.0,2,32,0.25,275.1,1
147784,16378.0,16,279,0.0,75.9,1
147787,19479.0,365,279,1.0,0.0,0
147788,19480.0,365,279,1.0,0.0,0
147789,19481.0,365,279,1.0,0.0,0
147790,19482.0,365,279,1.0,0.0,0
147791,19483.0,365,279,1.0,0.0,0
147792,19484.0,365,279,1.0,0.0,0
147793,19485.0,365,279,1.0,0.0,0
147794,19486.0,365,279,1.0,0.0,0
147795,19487.0,365,279,1.0,0.0,0
147796,19488.0,365,279,1.0,0.0,0
147797,19489.0,365,279,1.0,0.0,0
147798,19490.0,365,279,1.0,0.0,0
147799,19491.0,365,279,1.0,0.0,0
147800,19492.0,365,279,1.0,0.0,0
147801,19493.0,365,279,1.0,0.0,0
147802,19494.0,365,279,1.0,0.0,0
147803,14534.0,1,24,0.28,187.70000000000002,1
147826,19495.0,365,279,1.0,0.0,0
147827,19496.0,365,279,1.0,0.0,0
147828,19497.0,365,279,1.0,0.0,0
147829,13771.0,4,86,0.2,871.6000000000001,1
